product_name;product_art;product_url;product_descr;product_unit;product_const;product_photo;createdAt;updatedAt;accCategoryId;accProductStatusId
"Браслет ""Волна2 Black/Gold""";10317;https://xn--b1amp7bwb.com.ua/p616607210-braslet-volna2-blackgold.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Волна2 Red""";10318;https://xn--b1amp7bwb.com.ua/p616586989-braslet-yakorem-volna2.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Море Dark Blue""";10319;https://xn--b1amp7bwb.com.ua/p616585569-braslet-yakorem-more.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Море Brown""";10320;https://xn--b1amp7bwb.com.ua/p616585261-braslet-yakorem-more.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Море Black""";10321;https://xn--b1amp7bwb.com.ua/p616585226-braslet-yakorem-more.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Море Black-White""";10322;https://xn--b1amp7bwb.com.ua/p616584914-braslet-more-black.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Море White""";10323;https://xn--b1amp7bwb.com.ua/p616584599-braslet-more-white.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Море Blue""";10324;https://xn--b1amp7bwb.com.ua/p616584292-braslet-yakorem-more.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Волна Black""";10325;https://xn--b1amp7bwb.com.ua/p616583341-braslet-yakorem-volna.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Бриз Red""";10327;https://xn--b1amp7bwb.com.ua/p616578760-braslet-yakorem-briz.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Бриз Dark Brown""";10328;https://xn--b1amp7bwb.com.ua/p616578452-braslet-yakorem-briz.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской браслет ""Якорь Dark Brown""";10329;https://xn--b1amp7bwb.com.ua/p616572668-muzhskoj-braslet-yakor.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Шамбала Brown""";10330;https://xn--b1amp7bwb.com.ua/p616572188-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Стуна Black""";10331;https://xn--b1amp7bwb.com.ua/p616571592-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Озон Dark Brown""";10333;https://xn--b1amp7bwb.com.ua/p616567192-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Together""";10335;https://xn--b1amp7bwb.com.ua/p616564725-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Live Steel""";10336;https://xn--b1amp7bwb.com.ua/p616562205-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Live Silver""";10337;https://xn--b1amp7bwb.com.ua/p616562178-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Соединение Black-White""";10340;https://xn--b1amp7bwb.com.ua/p614761055-braslet-soedinenie-black.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Волна2 Blue""";10341;https://xn--b1amp7bwb.com.ua/p614761053-braslet-yakorem-volna2.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Волна Blue""";10342;https://xn--b1amp7bwb.com.ua/p614761052-braslet-yakorem-volna.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Море Blue-White-Red""";10343;https://xn--b1amp7bwb.com.ua/p614761051-braslet-yakorem-more.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет с якорем ""Бриз Black""";10344;https://xn--b1amp7bwb.com.ua/p614761050-braslet-yakorem-briz.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Далидо""";10346;https://xn--b1amp7bwb.com.ua/p614761048-nabor-brasletov-dalido.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Экватор""";10348;https://xn--b1amp7bwb.com.ua/p614761046-nabor-brasletov-ekvator.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Человек""";10349;https://xn--b1amp7bwb.com.ua/p614761045-nabor-brasletov-chelovek.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Хамса2""";10350;https://xn--b1amp7bwb.com.ua/p614761044-nabor-brasletov-hamsa2.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Хамса Blue""";10351;https://xn--b1amp7bwb.com.ua/p614761043-nabor-brasletov-hamsa.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Фулл Хаус""";10352;https://xn--b1amp7bwb.com.ua/p614761042-nabor-brasletov-full.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Тропикана""";10353;https://xn--b1amp7bwb.com.ua/p614761041-nabor-brasletov-tropikana.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Стрит""";10355;https://xn--b1amp7bwb.com.ua/p614761039-nabor-brasletov-strit.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Спарта""";10356;https://xn--b1amp7bwb.com.ua/p614761038-nabor-brasletov-sparta.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Сириус Black""";10357;https://xn--b1amp7bwb.com.ua/p614761037-nabor-brasletov-sirius.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Сила""";10358;https://xn--b1amp7bwb.com.ua/p614761036-nabor-brasletov-sila.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Мудрец""";10359;https://xn--b1amp7bwb.com.ua/p614761035-nabor-brasletov-mudrets.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Моряк""";10360;https://xn--b1amp7bwb.com.ua/p614761034-nabor-brasletov-moryak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Меридиан""";10361;https://xn--b1amp7bwb.com.ua/p614761033-nabor-brasletov-meridian.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Леопард""";10362;https://xn--b1amp7bwb.com.ua/p614761032-nabor-brasletov-leopard.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Лев""";10363;https://xn--b1amp7bwb.com.ua/p614761031-nabor-brasletov-lev.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Кредо Black""";10364;https://xn--b1amp7bwb.com.ua/p614761029-nabor-brasletov-kredo.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Континент""";10365;https://xn--b1amp7bwb.com.ua/p614761028-nabor-brasletov-kontinent.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Каре""";10366;https://xn--b1amp7bwb.com.ua/p614761027-nabor-brasletov-kare.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Капитан""";10367;https://xn--b1amp7bwb.com.ua/p614761026-nabor-brasletov-kapitan.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Йогин""";10368;https://xn--b1amp7bwb.com.ua/p614761025-nabor-brasletov-jogin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Дхарма""";10369;https://xn--b1amp7bwb.com.ua/p614761024-nabor-brasletov-dharma.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Дордже""";10370;https://xn--b1amp7bwb.com.ua/p614761023-nabor-brasletov-dordzhe.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Доминикана""";10371;https://xn--b1amp7bwb.com.ua/p614761022-nabor-brasletov-dominikana.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Аккорд""";10372;https://xn--b1amp7bwb.com.ua/p614761021-nabor-brasletov-akkord.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Гаити""";10373;https://xn--b1amp7bwb.com.ua/p614761020-nabor-brasletov-gaiti.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Набор браслетов ""Анатман""";10374;https://xn--b1amp7bwb.com.ua/p614761019-nabor-brasletov-anatman.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Якорь Black""";10375;https://xn--b1amp7bwb.com.ua/p614761018-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Шамбала Black""";10376;https://xn--b1amp7bwb.com.ua/p614761017-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Стуна Dark Brown""";10378;https://xn--b1amp7bwb.com.ua/p614761015-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Сетка""";10379;https://xn--b1amp7bwb.com.ua/p614761014-muzhskoj-kozhanyj-braslet.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Озон Black""";10382;https://xn--b1amp7bwb.com.ua/p614761011-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный браслет для мужчин и женщин ""Молитва""";10383;https://xn--b1amp7bwb.com.ua/p614761010-kozhanyj-braslet-dlya.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Мелодия""";10384;https://xn--b1amp7bwb.com.ua/p614761009-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Крест 1""";10385;https://xn--b1amp7bwb.com.ua/p614761008-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Коса """;10386;https://xn--b1amp7bwb.com.ua/p614761007-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Инь Янь Brown""";10388;https://xn--b1amp7bwb.com.ua/p614761005-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Зодиак """;10389;https://xn--b1amp7bwb.com.ua/p614761004-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Дракон""";10390;https://xn--b1amp7bwb.com.ua/p614761003-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Гитара""";10392;https://xn--b1amp7bwb.com.ua/p614761001-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Вэст Black""";10393;https://xn--b1amp7bwb.com.ua/p614761000-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской кожаный браслет ""Ассиметрия""";10394;https://xn--b1amp7bwb.com.ua/p614760999-muzhskoj-kozhanyj-braslet.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет для влюбленных, для пары, унисекс""Together"". Подарок на День влюбленных.";10395;https://xn--b1amp7bwb.com.ua/p614760998-braslet-dlya-vlyublennyh.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Символический браслет для друзей, для пары ""Best friends"", унисекс";10397;https://xn--b1amp7bwb.com.ua/p614760996-simvolicheskij-braslet-dlya.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Сила говлит""";10398;https://xn--b1amp7bwb.com.ua/p614760995-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Сила агат""";10399;https://xn--b1amp7bwb.com.ua/p614760994-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Сила шунгит""";10400;https://xn--b1amp7bwb.com.ua/p614760993-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Сила лава""";10401;https://xn--b1amp7bwb.com.ua/p614760992-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Шанхай""";10402;https://xn--b1amp7bwb.com.ua/p614760991-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 2 белый""";10403;https://xn--b1amp7bwb.com.ua/p614760990-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 2 агат""";10404;https://xn--b1amp7bwb.com.ua/p614760989-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 2 шунгит""";10405;https://xn--b1amp7bwb.com.ua/p614760988-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 2 лава""";10406;https://xn--b1amp7bwb.com.ua/p614760987-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 1 обсидиант снежный""";10407;https://xn--b1amp7bwb.com.ua/p614760986-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 1 яшма""";10408;https://xn--b1amp7bwb.com.ua/p614760985-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 1 тигровый глаз""";10409;https://xn--b1amp7bwb.com.ua/p614760984-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 1 лава""";10410;https://xn--b1amp7bwb.com.ua/p614760983-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 1 Инь Янь""";10411;https://xn--b1amp7bwb.com.ua/p614760982-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Череп 1 говлит""";10412;https://xn--b1amp7bwb.com.ua/p614760981-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Хамса Инь Янь""";10413;https://xn--b1amp7bwb.com.ua/p614760980-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Хамса говлит""";10414;https://xn--b1amp7bwb.com.ua/p614760979-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Хамса лава""";10415;https://xn--b1amp7bwb.com.ua/p614760978-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Хамса агат""";10416;https://xn--b1amp7bwb.com.ua/p614760977-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тигр шунгит""";10417;https://xn--b1amp7bwb.com.ua/p614760976-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тигр лава""";10419;https://xn--b1amp7bwb.com.ua/p614760974-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тигр синий""";10420;https://xn--b1amp7bwb.com.ua/p614760973-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тигр пятнистый""";10421;https://xn--b1amp7bwb.com.ua/p614760972-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тигр Инь Янь""";10422;https://xn--b1amp7bwb.com.ua/p614760971-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тигр агат""";10423;https://xn--b1amp7bwb.com.ua/p614760970-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тибет 2""";10424;https://xn--b1amp7bwb.com.ua/p614760969-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Тибет 1""";10425;https://xn--b1amp7bwb.com.ua/p614760968-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Пекин""";10426;https://xn--b1amp7bwb.com.ua/p614760967-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Спарта лава+тигровый глаз""";10427;https://xn--b1amp7bwb.com.ua/p614760966-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Спарта агат + тигровый глаз""";10428;https://xn--b1amp7bwb.com.ua/p614760965-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Спарта говлит""";10429;https://xn--b1amp7bwb.com.ua/p614760964-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Спарта лава""";10430;https://xn--b1amp7bwb.com.ua/p614760963-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Спарта шунгит""";10431;https://xn--b1amp7bwb.com.ua/p614760962-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Спарта агат""";10432;https://xn--b1amp7bwb.com.ua/p614760961-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Солнце""";10433;https://xn--b1amp7bwb.com.ua/p614760960-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Сокол""";10434;https://xn--b1amp7bwb.com.ua/p614760959-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Нирвана""";10435;https://xn--b1amp7bwb.com.ua/p614760958-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Многослойный White""";10436;https://xn--b1amp7bwb.com.ua/p614760957-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Мангр""";10437;https://xn--b1amp7bwb.com.ua/p614760956-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Лев шунгит""";10438;https://xn--b1amp7bwb.com.ua/p614760955-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Лев, тигровый глаз""";10439;https://xn--b1amp7bwb.com.ua/p614760954-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Лев синий""";10440;https://xn--b1amp7bwb.com.ua/p614760952-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Лев яшма""";10441;https://xn--b1amp7bwb.com.ua/p614760951-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Лев лава""";10442;https://xn--b1amp7bwb.com.ua/p614760949-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Лев с камнями Black Glossy""";10443;https://xn--b1amp7bwb.com.ua/p614760948-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Лев агат""";10446;https://xn--b1amp7bwb.com.ua/p614760945-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Этно""";10447;https://xn--b1amp7bwb.com.ua/p614760944-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Дзогчен говлит""";10448;https://xn--b1amp7bwb.com.ua/p614760943-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Вера 2, вулканическая лава""";10449;https://xn--b1amp7bwb.com.ua/p614760942-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Вера 2, агат""";10450;https://xn--b1amp7bwb.com.ua/p614760941-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Вера 2, шунгит""";10451;https://xn--b1amp7bwb.com.ua/p614760940-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Вера 2, говлит""";10452;https://xn--b1amp7bwb.com.ua/p614760939-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Вера 1""";10453;https://xn--b1amp7bwb.com.ua/p614760938-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, тигровый глаз""";10454;https://xn--b1amp7bwb.com.ua/p614760937-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, обсидиант снежный""";10455;https://xn--b1amp7bwb.com.ua/p614760936-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, лава 2""";10456;https://xn--b1amp7bwb.com.ua/p614760935-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, лава+тигровый глаз""";10457;https://xn--b1amp7bwb.com.ua/p614760934-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, лава""";10458;https://xn--b1amp7bwb.com.ua/p614760933-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда с камнями""";10459;https://xn--b1amp7bwb.com.ua/p614760932-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, дерево""";10460;https://xn--b1amp7bwb.com.ua/p614760931-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, говлит""";10461;https://xn--b1amp7bwb.com.ua/p614760930-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, агат""";10462;https://xn--b1amp7bwb.com.ua/p614760929-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, авантюрин синий""";10463;https://xn--b1amp7bwb.com.ua/p614760928-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Будда, авантюрин коричневый""";10464;https://xn--b1amp7bwb.com.ua/p614760927-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Близнецы 2""";10465;https://xn--b1amp7bwb.com.ua/p614760926-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Близнецы 1""";10466;https://xn--b1amp7bwb.com.ua/p614760925-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Live Gold""";10467;https://xn--b1amp7bwb.com.ua/p614760924-tibetskij-braslet-busin.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Винтажные часы, унисекс ""Ретро Gold""";10468;https://xn--b1amp7bwb.com.ua/p614760923-vintazhnye-chasy-uniseks.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Часы ""Лайт White""";10469;https://xn--b1amp7bwb.com.ua/p614760922-chasy-lajt-white.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Часы ""Деревяные""";10470;https://xn--b1amp7bwb.com.ua/p614760921-chasy-derevyanye.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
